date,fire_scar,site,plot,location,site_notes,shrub_regen_present,shrub_regen_species,shrub_regen_count,shrub_notes,s_bd1,s_bd2,s_bd3,photos
2021-07-17,Aggie Creek,AgCr1,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,2a9f2885-8ca3-4981-ba48-b89f458a7ff0
2025-07-21,Aggie Creek,AgCr1,A,6 m,Seedling hand recorded,no,NA,NA,NA,NA,NA,NA,45774de1-12d6-48eb-ae6d-ac3216c481a2
2025-07-21,Aggie Creek,AgCr1,A,3 m,"Took seedlings and shrub data separately on notebook, photo has iPad cover smudge",no,NA,NA,NA,NA,NA,NA,bcc59194-ee4c-45b8-8ac7-692d4beddf11
2021-07-17,Aggie Creek,AgCr1,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,b1bbe74e-c98a-4db5-a7cf-eeb434ea13a5
2025-07-21,Aggie Creek,AgCr1,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,9c7c1428-d6e9-40b2-b8b2-992749b8ac5d
2025-07-21,Aggie Creek,AgCr1,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,30052869-fbcb-4da7-93ac-b4265b1a7388
2021-07-17,Aggie Creek,AgCr1,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,C,3 m,NA,yes,Salix,2,NA,2.13,2.19,NA,7800d39c-3283-4ca6-8835-44889778a8cd
2025-07-21,Aggie Creek,AgCr1,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,f0cbb759-4e9c-4764-9986-849abcd62030
2025-07-21,Aggie Creek,AgCr1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,6d9d7124-7b62-40b6-aa2f-9e0ea1732b7c
2021-07-17,Aggie Creek,AgCr2,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,2f345618-7263-404d-b401-9f44b898a806
2025-07-21,Aggie Creek,AgCr2,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,"aa34a63f-26f4-466e-9a6e-e38a288823f5,9e71f1c4-3cec-4015-88a4-52ea5e420d43"
2025-07-21,Aggie Creek,AgCr2,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,116742f7-8fab-4c4f-aabc-bf7b2bc649dd
2021-07-17,Aggie Creek,AgCr2,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,215bf254-71a4-4b26-b140-6e94d31cecee
2025-07-21,Aggie Creek,AgCr2,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,892fefc6-4eaf-4b33-a775-a66b7a87ef4b
2025-07-21,Aggie Creek,AgCr2,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,"07bbb6fb-7fc2-4c59-a0fd-53a6241b3b87,07bbb6fb-7fc2-4c59-a0fd-53a6241b3b87,07bbb6fb-7fc2-4c59-a0fd-53a6241b3b87,07bbb6fb-7fc2-4c59-a0fd-53a6241b3b87"
2021-07-17,Aggie Creek,AgCr2,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,c6fc386b-bfef-4b3b-835c-9e91964c0159
2025-07-21,Aggie Creek,AgCr2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,bf21288b-04ab-40ae-bccb-5c100af8f1b7
2025-07-21,Aggie Creek,AgCr2,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,fde07251-a462-40fa-af26-d486b4136ab1
2021-07-17,Aggie Creek,AgCr3,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,37f47232-ea2e-44f0-97af-1d0acfe1211c
2025-07-21,Aggie Creek,AgCr3,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,6a8f0565-e74a-4bcc-b8fd-ecfa6cd52348
2025-07-21,Aggie Creek,AgCr3,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,a9d44164-245a-41e4-bc04-74e1d2a1c607
2021-07-17,Aggie Creek,AgCr3,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,988858d9-535d-4775-ac5a-d821febbb83d
2025-07-21,Aggie Creek,AgCr3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,"f13d86d8-e473-478b-8512-ae0a7c08d5ff,273b4093-647a-4c9f-81fb-eadb3be2dc5e"
2025-07-21,Aggie Creek,AgCr3,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,ae060b28-2402-48b4-aad2-40039f5f0111
2021-07-17,Aggie Creek,AgCr3,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr3,C,3 m,"
",no,NA,NA,NA,NA,NA,NA,80593d5d-922d-42cc-97a9-031b552251ed
2025-07-21,Aggie Creek,AgCr3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,1c7101de-0762-4ee7-b753-8fb26f9b4654
2025-07-21,Aggie Creek,AgCr3,C,9 m,Written,no,NA,NA,NA,NA,NA,NA,919af289-174f-4fe2-9737-107ad6c68e63
2021-07-18,Aggie Creek,AgCr4,A,NA,NA,yes,Betula,5,NA,0.5,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,A,NA,NA,yes,Betula,5,NA,0.5,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,A,NA,NA,yes,Betula,8,NA,0.6,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,A,NA,NA,yes,Betula,8,NA,0.6,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,ee362ef1-6d8f-4999-83a2-2e188c27f634
2025-07-22,Aggie Creek,AgCr4,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,461f6c8d-cb96-4b3e-bf3f-824850d13055
2025-07-22,Aggie Creek,AgCr4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,c4bdcf19-9426-4b3f-9e42-4401111651ee
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,7,NA,0.6,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,7,NA,0.6,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,4,NA,0.4,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,4,NA,0.4,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,4,NA,0.6,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,4,NA,0.6,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,1,NA,0.6,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,1,NA,0.6,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,5,NA,0.5,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,yes,Betula,5,NA,0.5,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,e38281c0-4ff9-4fef-ad2e-6c3447abd499
2025-07-22,Aggie Creek,AgCr4,B,6 m,"
",no,NA,NA,NA,NA,NA,NA,b4aca940-defb-4f72-a8ad-ca9554b83414
2025-07-22,Aggie Creek,AgCr4,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,5d0db7d3-926f-482f-92c9-947d6eea0560
2021-07-18,Aggie Creek,AgCr4,C,NA,NA,yes,Betula,1,NA,0.4,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,C,NA,NA,yes,Betula,1,NA,0.4,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,C,NA,NA,yes,Betula,1,NA,0.65,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,C,NA,NA,yes,Betula,1,NA,0.65,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,bb2d3ea5-e145-4e10-95ef-ab989d02acd1
2025-07-22,Aggie Creek,AgCr4,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,917d14fb-8613-4df6-ae12-558ccba0196a
2025-07-22,Aggie Creek,AgCr4,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,70aced45-de23-4c76-bb7e-38c58a484a54
2021-07-18,Aggie Creek,AgCr5,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,f3d519e8-608a-47ed-88b0-75d9902c525c
2025-07-22,Aggie Creek,AgCr5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,7fb893a2-b620-410b-9482-d94c1885101f
2025-07-22,Aggie Creek,AgCr5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,393ea78d-8dd5-4f8b-ac9d-905a59a16777
2021-07-18,Aggie Creek,AgCr5,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,f68da3da-a4e1-424d-b63c-4a69e5732fa7
2025-07-22,Aggie Creek,AgCr5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,274367f3-2dea-483d-b27b-0cc58a04db67
2025-07-22,Aggie Creek,AgCr5,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,a50ca880-f6ff-4eb9-a299-7f4ddcb3b93b
2021-07-18,Aggie Creek,AgCr5,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,18022e29-b77c-4222-910c-4b89cf6bb6ed
2025-07-22,Aggie Creek,AgCr5,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,b72dece9-66af-45e1-9ef9-91c85759c355
2025-07-22,Aggie Creek,AgCr5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,62c741f4-f461-456b-a94b-c3228e7402ae
2021-07-18,Aggie Creek,AgCr6,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,A,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,A,6 m,NA,yes,Alder,2,NA,1.53,2.56,NA,e8e6f9ca-a71f-45b5-8d1d-f08681e39d8a
2025-07-22,Aggie Creek,AgCr6,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,f57988cd-c095-467b-85cd-0ab16a451301
2025-07-22,Aggie Creek,AgCr6,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,07163a30-345d-4e7b-813e-965618fb8d28
2021-07-18,Aggie Creek,AgCr6,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,B,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,baf2a6f7-57e4-495c-9c66-64ba90e54079
2025-07-22,Aggie Creek,AgCr6,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,c9be6532-c75f-47df-afdd-48afe14def28
2025-07-22,Aggie Creek,AgCr6,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,a9dc5026-2fca-4aef-a521-3b623775c1eb
2021-07-18,Aggie Creek,AgCr6,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,e7aa7304-409c-4c59-b0e0-4d3639675a1b
2025-07-22,Aggie Creek,AgCr6,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,301d26de-03e0-429e-998c-f05f7601245c
2025-07-22,Aggie Creek,AgCr6,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,6c6516ff-f6d5-4007-a7d5-3460528449ce
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,10,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,10,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,11,NA,1.1,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,11,NA,1.1,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,4,NA,0.8,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,4,NA,0.8,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,6,NA,0.3,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,6,NA,0.3,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,3,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,3,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,1,NA,0.3,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,1,NA,0.3,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,10,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,10,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,11,NA,1.1,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,11,NA,1.1,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,4,NA,0.8,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,4,NA,0.8,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,6,NA,0.3,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,6,NA,0.3,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,3,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,3,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,1,NA,0.3,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,yes,Salix,1,NA,0.3,NA,NA,NA
2025-08-03,Chitanana,Chit1,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,8a115506-58f2-42df-b69c-64009c87c3a6
2025-08-03,Chitanana,Chit1,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,08cd0f0f-2107-4af6-bc44-debb127147eb
2025-08-03,Chitanana,Chit1,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,d7de1911-5967-4350-94f6-777d3818202f
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,1,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,1,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,2,NA,0.2,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,2,NA,0.2,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,4,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,4,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,1,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,1,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,9,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,2,NA,0.2,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,2,NA,0.2,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,6,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,5,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,4,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Salix,4,NA,0.5,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,3,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,3,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,0.4,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,0.4,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,3,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,3,NA,0.7,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,0.4,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,yes,Betula,5,NA,0.4,NA,NA,NA
2025-08-03,Chitanana,Chit1,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,43570a51-59e8-4ed6-a2da-3f4fb91a6cc3
2025-08-03,Chitanana,Chit1,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,ddf74c3a-aa86-4168-811d-9a1b3cf511e6
2025-08-03,Chitanana,Chit1,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,8fc7a548-c9d2-44f4-8aeb-e708b8111c17
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,2,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,2,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,9,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,9,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,5,NA,0.8,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,5,NA,0.8,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,2,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,2,NA,0.6,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,9,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,9,NA,0.9,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,5,NA,0.8,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,yes,Betula,5,NA,0.8,NA,NA,NA
2025-08-03,Chitanana,Chit1,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,ef7b21b5-6175-4059-92ed-633c50320b38
2025-08-03,Chitanana,Chit1,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,85223fca-78e7-4496-a941-5bba3c2c3f51
2025-08-03,Chitanana,Chit1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,bfbd076c-c141-453f-aab1-95be30dbd8a0
2023-07-09,Chitanana,Chit3,A,NA,NA,yes,Alder,2,NA,1.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,A,NA,NA,yes,Alder,2,NA,1.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,A,NA,NA,yes,Alder,5,NA,0.2,NA,NA,NA
2023-07-09,Chitanana,Chit3,A,NA,NA,yes,Alder,5,NA,0.2,NA,NA,NA
2023-07-09,Chitanana,Chit3,A,NA,NA,yes,Alder,2,NA,0.5,NA,NA,NA
2023-07-09,Chitanana,Chit3,A,NA,NA,yes,Alder,2,NA,0.5,NA,NA,NA
2025-08-03,Chitanana,Chit3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,43a8d8a5-734c-487a-8568-8bf17103f9c4
2025-08-03,Chitanana,Chit3,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,5a8e4859-5421-4c46-8248-d9a48ff04919
2025-08-03,Chitanana,Chit3,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,c4ea78f0-a72d-4db4-92c4-7e2933033b5a
2023-07-09,Chitanana,Chit3,B,NA,NA,yes,Betula,5,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,B,NA,NA,yes,Betula,5,NA,0.3,NA,NA,NA
2025-08-03,Chitanana,Chit3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,19a40605-1d04-4fa7-b144-d0257817aa69
2025-08-03,Chitanana,Chit3,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,b394fc3b-6ece-4557-a3da-c29fcb2fb553
2025-08-03,Chitanana,Chit3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,32e8a67d-bc5c-466f-8d9b-9209d47726cb
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,6,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,6,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,3,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,3,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Alder,1,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Alder,1,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Alder,14,NA,0.7,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Alder,14,NA,0.7,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,11,NA,0.6,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,11,NA,0.6,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,1,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,1,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,1,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,yes,Betula,1,NA,0.3,NA,NA,NA
2025-08-03,Chitanana,Chit3,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,8810451b-4cb3-44a5-b42e-4b435fa75404
2025-08-03,Chitanana,Chit3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,78915e4e-284b-4cf1-932a-f4c339a4d4ac
2025-08-03,Chitanana,Chit3,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,bb5394e4-c540-4dd6-afa3-3a7b409af61a
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,1,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,1,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Uknown,1,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Uknown,1,NA,0.4,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,4,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,4,NA,0.3,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,3,NA,0.5,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,3,NA,0.5,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,4,NA,0.6,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,yes,Betula,4,NA,0.6,NA,NA,NA
